,link,title,date,tag0,tag1,tag2,tag3,tag4,body
159,http://theonion.com/article/debate-cut-short-as-lantern-fire-burns-down-ol-tow-29949,"Debate Cut Short As Lantern Fire Burns Down Ol' Town Hall
","October 16, 2012",Politics,Politicians,War For The White House,,,"[HEMPSTEAD, NY—A time-honored tradition ended in calamity tonight when, less than an hour after presidential candidates Mitt Romney and Barack Obama gathered together in the town of Hempstead, NY to debate their political views before villagers, a lantern tipped over and set fire to the ol’ Town Hall., According to sources, the fire broke out when a mare kicked over an old kerosene lamp, quickly lighting wooden pews aflame and igniting haystacks in the town’s historic gathering place, which for centuries has served as the center of social, spiritual, and political life for the people of Hempstead., “Come quick, there’s a fire down at the ol’ Town Hall!” local schoolteacher Eunice Quinn shouted into the cobblestone streets as the blaze spread through the building’s storage chambers, burning up the surplus of dry goods and preserved fruits that had been safely stored away for the harsh winter months. “It was Bluebell again, kicked over an old lamp right in the middle a’ debatin’! We best send some of the older children down to the well and get a bucket brigade going. Hurry, before the flames get the fall harvest!”, Sources reported that by rallying together, villagers and a contingent of volunteer firemen were able to evacuate the building within 15 minutes, helping to save the lives of countless townsfolk, livestock, and political figures trapped within the smoke-filled rooms., While congregants from the local Presbyterian Church helped keep hot cinders from setting fire to the schoolhouse down the street, a team of nursemaids worked to revive moderator Candy Crowley with smelling salts and a sip of brandy., “I thank God that no souls perished today in this infernal blaze,” said local pastor Cyrus T. Jebediah, speaking to a coughing Soledad O’Brien as authorities assessed the damage to the building. “Everyone in Hempstead helped quell the flames. The women in their fancy gingham gowns and bonnets, the rowdy Rachom boys—why, even crazy Jasper Pike, his bottle of corn whiskey still in one hand. Made me proud to be a Hempsteadian, I’ll swear to that.”, The fire was an unfortunate end to an otherwise spirited week of great commotion and excitement in Hempstead, with townsfolk dressing in their Sunday best and local merchants making sure their storefronts and pantries were spotless for the presidential candidates’ arrival., Town sources reported even old Widow Chessum had roused herself to attend the debate, despite her severe gout., “Shame the debate had to be canceled,” shopkeep Bartholomew Small told reporters, his starched white shirt sullied with ash. “Just some good, law-abiding folk comin’ together to have an open discussion about the future of our country. Weren’t nothing more than that.”, At press time, the citizens of Hempstead had scheduled an emergency meeting behind Whitaker’s Saloon to discuss a replacement venue for this year’s upcoming harvest ball.]"
160,http://theonion.com/article/bruce-springsteen-accidentally-plays-big-governmen-29976,"Bruce Springsteen Accidentally Plays 'Big Government's Stealin' Our Livelihood' At Obama Rally
","October 18, 2012",Politics,,,,,"[PARMA, OH—While performing at a campaign rally for President Barack Obama on Thursday, rock icon Bruce Springsteen reportedly failed to fire up the largely working-class audience when he accidentally played an acoustic ballad titled “Big Government’s Stealin’ Our Livelihood.” “Can’t ever feed the appetite of Uncle Sam / Stealin’ half my paycheck out of my hand,” crooned Springsteen, unintentionally alienating the bemused crowd with brazenly pro-market and anti-union lyrics that detail the struggles of a small business owner named Mikey who is forced to declare bankruptcy due to a weak economy plagued by industry overregulation. “Green energy subsidies unfair / The middle class ain’t going nowhere / ’Cause that big ol’ government stole our livelihood again.” According to sources, the New Jersey–bred singer-songwriter only compounded his mistake by following up with the fast-paced rocker “One Man, One Woman.”]"
161,http://theonion.com/article/weeping-obama-breaks-down-admits-bin-laden-still-a-30058,"Weeping Obama Breaks Down, Admits Bin Laden Still Alive And Out There Somewhere
","October 22, 2012",Politics,Politicians,Barack Obama,Our Annual Year 2012,,"[BOCA RATON, FL—In a stunning admission during tonight’s foreign policy debate, President Barack Obama broke down in tears and announced that Osama bin Laden was not killed by a U.S. special operations team last year, is in fact still on the loose, and remains a major threat to the safety of all Americans., While answering a question from moderator Bob Schieffer on the possibility of another act of terrorism on U.S. soil, Obama began by touting his order to take out the al-Qaeda founder, but then suddenly stopped talking and gazed down at the debate table for nearly 10 full seconds. When he raised his head, the president, now shaking and weeping, proceeded to deliver the shocking news., “I’d like to remind anyone who questions my commitment to national security that in the past four years, we’ve put al-Qaeda on its heels, we’ve brought Osama bin Laden to justice, and the country is now safer than…than…I’m sorry, I can’t do this anymore,” said Obama, his expression taking on a nervous, pained look that witnesses confirmed they had never before seen on the commander in chief’s face. “Listen, we never got him, okay? We never got bin Laden.”, “We’ve never even came close to killing him,” Obama continued as his breathing grew more rapid and tears began streaming down his face. “And we’re no closer to getting him today than we were when I first took office. The man’s a lunatic, and he’s still out there. I’m sorry. I’m so very, very sorry.”, The visibly panicked Obama told the worldwide debate audience that he truthfully “[doesn’t] know where the hell Bin Laden is” and that he could “literally be in this room for all I know.” As the audience sat in stunned silence, the president revealed that last May’s Navy SEAL mission to kill the world’s most wanted man was a complete intelligence and military failure, resulting in heavy U.S. casualties and the deaths of dozens of innocent Pakistani civilians., “There was a chance he was in that compound in Abbottabad, but a very slim one,” explained Obama, adding that while fabricated reports put the odds of finding bin Laden in Pakistan at 50-50, the chances were really more like 90-10. “But I gave the order anyway, because I wanted it, you know? I wanted to kill bin Laden so bad, because the economy wasn’t good and news out of Afghanistan was hurting my presidency. Everyone told me the mission would fail, but I still went through with it. It was just a family of four living in that compound, and the guy we thought was bin Laden was just some tall man with a beard whom we murdered in cold blood.”, “Remember when I addressed the nation and told everyone Osama bin Laden was dead? I knew he was alive that whole time,” said Obama, looking at no one in particular and, for the most part, speaking to himself while in what appeared to be a state of severe shock. “I fucked up. Jesus Christ, I fucked up bad. I’m in trouble. I’m in really big trouble.”, Wiping his eyes with his sleeve, Obama then admitted his administration went to extreme lengths to cover up the truth by completely fabricating DNA evidence; releasing the book No Easy Day, which was credited to a Navy SEAL who the president said never existed in the first place; and fully financing production of the upcoming Kathryn Bigelow film Zero Dark Thirty., “The reason we never showed you his body is because we never had it to begin with,” said Obama, his forlorn gaze fixed on the floor. “Trust me, if we had killed Osama bin Laden, we wouldn’t have just tossed his body in the ocean. We would have paraded it around the entire goddamn world.”, According to the president, the only reliable intelligence the government has on bin Laden is that he is currently planning dozens of new attacks on America and that he continues to lead al-Qaeda, which has now expanded to virtually every country on the planet. Obama also confirmed that the CIA is “incredibly confident” that the terrorist leader is coordinating bombings in every major U.S. city, with at least five potential attacks aimed at the Pentagon and the Golden Gate Bridge alone., In addition, Obama said that bin Laden was actually in New York City three months ago and visited the Empire State Building., The president then continued to confess other factual distortions from his administration, revealing that the death toll of American soldiers in Afghanistan is actually almost 8,000, the Iraq War is still going on and as bloody as ever, Iran is just weeks or possibly even days away from having a fully armed nuclear weapon, and the real national unemployment rate is hovering around 10.4 percent., “Words can never fully express the sorrow and regret I feel for giving you a false sense of closure,” the president said after turning to speak directly into the camera, his voice quivering. “To the families who lost loved ones in the attacks on 9/11: Osama bin Laden is alive, and he’s healthier than ever. He’ll probably live to 100. And to my wife, Michelle: I have engaged in multiple extramarital affairs.”, Following the debate, the Romney camp released a statement saying that “Gov. Romney is absolutely thrilled Osama bin Laden is still alive.”]"
162,http://theonion.com/article/obama-takes-out-romney-with-mid-debate-drone-attac-30055,"Obama Takes Out Romney With Mid-Debate Drone Attack
","October 22, 2012",Politics,Politicians,Our Annual Year 2012,,,"[BOCA RATON, FL—Saying that the high-value target represented a major threat to their most vital objectives, Obama administration officials confirmed tonight that former governor Mitt Romney was killed by a predator drone while attending a presidential debate at Lynn University., Sources said the drone attack, which occurred at approximately 10:10 p.m. Monday night, obliterated Romney in the middle of a statement on Chinese-purchased U.S. securities, sending his dismembered limbs and internal organs into the audience and leaving a smoking pile of charred flesh and bone in his seat., “The information we have received from military personnel in the field indicate that tonight’s drone strike took out Mitt Romney, a former businessman the Obama administration has long considered a serious danger, especially in past few weeks,” said White House press secretary Jay Carney, describing the operation as “an unmitigated success.” “The president personally authorized the strike earlier this evening, and as soon as we had visual confirmation that the target in the drone’s sights was, in fact, Mitt Romney, we eliminated him.”, “We can all rest a little easier tonight knowing we have rid the world of a man who has been a continual menace to us,” Carney added. “I know I will.”, Pentagon officials confirmed that tactical teams were able to pinpoint the former Republican presidential candidate’s location with intelligence gathered through surveillance, reported sightings of the target, a campaign calendar posted on the Romney 2012 website, and testimony from confidential informants., According to eyewitness reports, when Romney saw the unmanned combat vehicle enter the college auditorium, he promptly stood up and shrieked in terror before the device launched an AGM-114 Hellfire missile that “took him apart.”, “Our information indicated that the target, who had been recently spotted in Ohio, Virginia, and Colorado, was traveling all around America and had access to a fortune consisting of hundreds of millions of dollars,” a military spokesperson said of the mission to “find and kill” the Detroit-born politician “no matter what the cost.” “When we received credible evidence that Romney was going to be in the vicinity of Lynn University the evening of Oct. 22, we realized our opportunity had arisen.”, The drone strike, which killed three of Romney’s sons sitting near the debate stage, reportedly also took the lives of at least 45 civilians, including 12 Lynn University students, nine Secret Service agents, first daughter Malia Obama, and two cameramen., “Military operations of this ilk are dangerous, and occasionally a few innocent civilians get caught in the crossfire,” said Carney, describing the lost arm and severe second-degree facial burns inflicted on debate moderator Bob Schieffer as “necessary collateral damage.” “However, we must realize that this is a price we pay when we face our greatest challenges.”, At press time, President Obama was reportedly wiping his face clean of Romney’s blood and had removed his late opponent’s severed head from his lap to begin his closing remarks.]"
163,http://theonion.com/blogpost/i-mean-if-i-lose-to-mitt-romney-ill-probably-kill--30092,"I Mean, If I Lose To Mitt Romney, I'll Probably Kill Myself
","October 25, 2012",Opinion,,,,,"[Well, here we are. Less than two weeks left in my reelection bid, and the race is locked in a dead heat. Though I assumed it would be a somewhat close election, I guess I’d be lying if I said I thought that with 14 days to go I’d be in such a vulnerable position. Because, when it comes down to it, my opponent is Mitt Romney. I’m not exactly running against Dwight D. Eisenhower or Abraham Lincoln or even George H.W. Bush here, you know? I’m running against Mitt Romney—a guy who has made so many conflicting statements on so many different issues that the thought of losing to someone like that leaves me severely depressed, and makes me question if I’ve maybe wasted my entire life. Truth be told, if I do lose on Nov. 6, I think the odds are pretty good that I’ll kill myself., Yeah, I’ll definitely commit suicide if I lose the presidency to Mitt Romney., I think that would be the best, and even the healthiest, thing for me both personally and professionally. The prospect of welcoming President-elect Romney to the White House, or watching Mitt Romney take the oath of office, or continuing my life as a president, husband, and father who lost the most important position in the entire world to the guy who ran the Salt Lake City Olympics just doesn’t seem very appealing to me. In fact, it makes me wish I were dead., The question is: Do I even deserve to live if I can’t beat Mitt Romney? And I don’t think I do, really. That’s why I’ll more than likely be packing a little gun with me on election night. Because the sooner I can end it all, the less pain I’ll feel., I mean, wouldn’t you kill yourself if the U.S. population felt that Mitt Romney—a man who basically wrote off half the American population as entitled victims incapable of taking care of themselves—was a more viable leader than you? Wouldn’t you take your own life if a massive segment of the citizenry basically said, “You know what, you ended the war in Iraq, you passed health care reform, you saved the auto industry, you repealed Don’t Ask, Don’t Tell, you had 32 straight months of job creation, and you killed Osama bin Laden, but sorry, I’m going with Romney”?, Of course you would. Just reading that sentence makes me want to reach for my pen right now and jab myself in the throat over and over and over again. Hell, I considered killing myself last week when Colorado and Virginia suddenly became a toss up. The first African-American president in the history of the United States loses his reelection bid to none other than…Mitt Romney. Mitt fucking Romney. The only way I could look at myself in the mirror if that happened would be if there were a cocked shotgun lodged in my mouth., I hope you don’t think I’m overreacting. In fact, I think my attitude is just about right. Mitt Romney spent the past year blaming me for setting a withdrawal date for our troops to leave Afghanistan, but then in our last debate he not only set a withdrawal date himself, but picked one that was identical to mine—2014. Nobody seems to give a fuck about that. And that must mean nobody really gives a fuck about me. It’s like I’m living in the goddamn Twilight Zone and nothing I’ve done matters at all. Look, a world in which people believe Mitt Romney is a better communicator than me is a world I don’t want to live in. So that’s why I’ll either hang myself in the Lincoln Bedroom or slit my wrists right there in the middle of the Oval Office. I haven’t decided which yet., Oh, and in case you’re wondering, Michelle is totally fine with me killing myself. She’s all for it. In fact, she said she’ll probably kill herself too, because she doesn’t want to be the wife of someone who lost to Mitt Romney. I certainly can’t blame her for that. Actually, if once all the ballots are counted, it turns out that that spineless, weak-willed fuck wins the highest office in this land, I think my entire family might just gather in the Rose Garden, hold hands, take five cyanide pills—one for Bo—and go away forever., Mitt Romney makes me want to drive a scalding hot nail into my eyeball. He’s a piece of fucking dog shit who has done nothing in this world except figure out how to say things people want to hear in order to get what he wants. He’s a gutless cocksucker pig fuck., I want to be on the record saying that before I commit suicide., Thank you, and God bless America.]"
164,http://theonion.com/blogpost/this-may-not-be-the-ideal-moment-politically-but-i-30203,"This May Not Be The Ideal Moment Politically, But It’s Time To Talk Reparations
","November 1, 2012",Opinion,,,,,"[This year, the American people face one of the most stark and important elections of our time, with much at stake for average citizens and their families. Election Day is less than a week away, and with my campaign running neck-in-neck with Mitt Romney’s, I fully recognize this is probably not the ideal moment to introduce a controversial new proposal widely ignored in mainstream politics. But I can no longer stay quiet about an issue I believe in so firmly., My fellow Americans, it’s time to talk reparations., As you may know, the latest polls show the race in the swing states is tighter than ever, with many crucial voters still undecided. So I realize that forcing the nation into a discussion about atoning for an institution abolished a century and a half ago, and introducing a program to redistribute wealth to black Americans—either in cash, bonds, or via a series of property reallocations—is not the most intelligent move, strategically speaking. Still, I feel this is a discussion we must have., I know many people will try to stop me at the word “reparations”—indeed, my aides have strongly advised me not to bring up this subject at all, especially with Ohio’s pivotal 18 electoral votes still very much in play. Additionally, one could make a rather convincing argument that there are far more pressing issues to consider first, such as persistent unemployment, an ongoing war, a deteriorating infrastructure, climate change, the nuclear ambitions of hostile nations, a stagnant housing market, record deficits, campaign finance reform, and any number of other things the American people actually care about., But to everyone who says this is not the right time to talk about reparations, I ask you this: Is there ever a good time to talk about this subject? Believe me, it won’t get any easier to discuss, so let’s address this matter once and for all. We’ll all be happier when we’ve rolled up our sleeves, taken several billion dollars from white people and given it to blacks, and put this all behind us., Only then can we finally move forward., Now, Americans have grown accustomed to hearing a lot about jobs, Medicare, and national security in recent months, so I can understand that it will be confusing when I suddenly begin to speak exclusively about making up for this country’s past mistakes by exempting black people from paying all taxes. I know that using the last few days of my campaign to push for a comprehensive reparations plan will, at best, alienate voters and, at worst, incite frustration, disgust, and outright contempt toward me—not to mention irreversibly recast my presidential legacy., But I am a man of moral convictions, and I will not rest until African-Americans receive the fair monetary compensation they deserve. Plus hundreds of years of compounded interest., Let me assure you, this plan will be the centerpiece of my second term. If you cast your ballot for me, the next four years will be focused pretty much entirely on reparations. That’s my promise to you., Granted, surveys show the vast majority of citizens, including many African-Americans, do not consider this to be an issue worthy of discussion. In fact, my friends and family—even my own wife, who is descended from slaves—have repeatedly sat me down and said, “Barack, please don’t do this.” But the scars of slavery have not healed in this nation, and no matter how many times David Axelrod grabs me by the shoulders and says it is profoundly foolish even to mention this idea, let alone actively work toward it, I believe that in a republic that holds all men are created equal, we must confront this uncomfortable truth and make the appropriate cash payout to every black American, regardless of age, gender, education, criminal background, or income., I’m thinking $150,000 a person., I do not pursue this policy for my family’s personal gain, which will be considerable. Rather, I bring it up because it’s the right thing to do, and because I believe we cannot wait any longer on this matter—not even until after the election, which all forecasts currently show to be extremely close and which, no doubt, will tilt overwhelmingly in my opponent’s favor within hours of this announcement., So when you head to the polls on Nov. 6, know this: There is only one issue in this election. It may be divisive, but there is clearly a right and a wrong side to it. Do you want to choose the side of my opponent, who willfully ignores the largest stain on America’s history by refusing to even talk about this issue? Or do you want to right the wrongs of our past by contributing 10 percent of your paychecks over the next decade toward finally reimbursing black folks for all their ancestors sacrificed?, The choice is yours.]"
165,http://theonion.com/article/obama-announces-we-are-invading-iran-right-now-30279,"Obama Announces We Are Invading Iran Right Now
","November 6, 2012",Politics,Politicians,War For The White House,Barack Obama,,"[WASHINGTON—Addressing the nation from the Oval Office this evening, President Barack Obama announced that a full-scale U.S. military invasion of the Islamic Republic of Iran is currently underway. “At this hour, we have deployed approximately 200,000 troops across the Iran-Iraq border as part of a multipronged military offensive against Iran,” said Obama, who confirmed the decision to invade was made unilaterally, without the explicit consent of any other world leaders. “To be clear: We are at war with the nation of Iran. On my orders, American forces have fully mobilized and begun striking selected targets with the aim of crippling Iranian nuclear infrastructure. These are the opening stages of what will be a long-term, protracted campaign.” Obama went on to dismiss the invasion’s impact on the presidential election, sternly reminding citizens that “we are in a time of war right now.”]"
166,http://theonion.com/article/defeated-man-victorious-30281,"Defeated Man Victorious
","November 6, 2012",Politics,Politicians,,,,"[CHICAGO—Following a turbulent first term in office and one of the tightest and most-hard-fought presidential campaigns in recent history, a wholly and utterly defeated man emerged victorious Tuesday, winning reelection with 332 electoral votes., The shell of a man, who won 26 states and lost all hope in the American people, was able to secure victory with 50.6 percent of the popular vote, narrowly holding off a spirited challenge from Republican candidate Mitt Romney. Shortly after 11:00 p.m. Eastern time, upon prevailing in the key battleground state of Ohio, major media outlets declared the thoroughly beaten man’s victory., An hour later, the triumphant defeated man took the stage in Chicago’s McCormick Place convention center to the cheers of more than 10,000 supporters., “It is at once a tremendous honor and profoundly humbling to stand again before my fellow citizens, having earned your trust for a second term,” said the crushed victor, who successfully carried the crucial swing states of Florida, Virginia, Colorado, Iowa, and Wisconsin and sadly forfeited whatever remaining shred of enthusiasm and passion once drove him. “But tonight is not my victory alone—it is also yours. It is a victory for hardworking folks who believe that millionaires should be held to the same rules they are, for students with dreams of college and a brighter future, and for the sick and uninsured who will finally receive the medical care they need.”, “Tonight is a victory for all those who recognize that the truest path to prosperity is through opportunity for all,” the utterly lost winner added., The successful candidate, whose mental and spiritual reserves were wiped out in a landslide, thanked his supporters for helping him secure a clear win that roundly trounced his overall sense of optimism and hope., The broken and shattered man also called on the nation to mend its rifts and urged fellow citizens to “never tire in [their] pursuit of progress.”, “While we celebrate tonight, we know that the challenges that lie ahead of us are even greater than the ones that lie behind,” the victorious man who just spent the past four years of his life being utterly beaten into submission said. “But the virtues instilled by our founders—strength, determination, and moral conviction—still run strong in America today.”, The defeated man’s three percentage point victory marked a strong rebound for his campaign, which saw a five-point lead in the national polls erased following a poor performance in the first presidential debate in early October. Over the ensuing weeks, however, the beleaguered husk of a person managed to revive his campaign, something he was unable to do with his will, motivation, or spirit., According to aides, the disheartened individual received a phone call from his Republican challenger this evening, in which the former Massachusetts governor is said to have graciously congratulated the beaten man on his victory., “My fellow Americans, together we can build a nation that our children and grandchildren will be proud to inherit,” the victorious failure continued. “So when they ask us if we stood up and seized the moment—if we left this great nation even stronger and more just than we found it—we can look them proudly in the eye and say, ‘Yes, we did.’”, The defeated man will begin his second term on Jan. 20, 2013, when he will again be triumphantly sworn in as president of a defeated nation.]"
167,http://theonion.com/article/obama-romney-remain-about-equally-powerful-30289,"Obama, Romney Remain About Equally Powerful
","November 7, 2012",Politics,Politicians,Mitt Romney,Barack Obama,,"[WASHINGTON—Having won another four years in the White House, President Barack Obama will retain about the same amount of power as American multimillionaire Mitt Romney, leading political scientists confirmed today. “Thanks to his reelection, Obama has managed to stay on equal footing with Romney in terms of overall clout,” Northwestern University professor Julia C. Perlman said. “Obama remains commander in chief of the most powerful military in history, while Romney, whose income places him among the richest 0.01 percent of Americans, will have far more control over the world’s largest economy. And though Obama still holds veto power, Romney’s massive wealth ultimately makes it much easier for him to push legislation through Congress in the first place. So they have roughly the same amount of influence.” Perlman added that while presidents must work tirelessly to forge coalitions and advance their agendas, Romney can simply become CEO of a Fortune 500 company and make thousands of people do everything he says.]"
168,http://theonion.com/article/obama-paranoid-government-coming-for-his-guns-30638,"Obama Paranoid Government Coming For His Guns
","December 6, 2012",Politics,,,,,"[WASHINGTON—Reflecting attitudes held throughout his personal and political life, President Barack Obama restated Thursday his long-standing fear that the U.S. government is even now putting measures in place to take his guns away., Obama, an avid gun enthusiast with an extensive history of mistrusting the federal government, claimed Washington's actions in recent years have been particularly egregious and described its ""rabid anti-gun zealotry"" as ""some real sinister, Nazi-type shit."", ""The thing for damn sure is you can't trust 'em,"" Obama told reporters Thursday morning, cradling a .22-caliber bolt-action hunting rifle in his arms. ""No matter how hard you work or how many taxes you pay, the goddamn government's sure as shit gonna pass some law or officiate some warrant to try and take your guns. Because when the people don't have any guns, that's when they take control."", ""Just like in England,"" the president added. ""They took away all the guns there, and now they have video cameras all over the place to spy on everybody. You think America wouldn't do that if they could?"", According to President Obama, the U.S. government has for years made a concerted effort to ""destroy the Second Amendment of the damned Constitution, for God's sake,"" while silencing the voices of gun owners such as himself who merely wish to retain the ability to protect their home and family., ""It's a slippery slope, I'm telling you—it starts with an assault weapons ban, which is a total crock, and then they use that to get their foot in the door to take away shotguns and rifles, too,"" said the president, adding that he keeps an assortment of handguns locked in a safe in the White House basement in case of ""emergencies."" ""We're talking about an all-out war on our right to keep and bear arms: global gun databases, secret watch lists, bullet serialization, microstamping. It is my constitutional right to own these firearms, okay? And they can't wrench that right away from me."", ""What if somebody breaks into the White House tonight?"" Obama continued. ""Hell, I got a prerogative to protect my wife and kids."", Seemingly obsessed with security, Obama has reportedly used the heavily fortified Oval Office as a 'lair' for most of his first term, eating and sleeping within its gun-racked walls and exiting only for necessary state business. In such cases, Obama told reporters, he will not leave without an array of concealed weapons on his person., Beltway sources said a rifle-armed figure resembling Obama has also been seen patrolling the White House roof in recent years, wearing what appears to be forest-camouflage cargo pants, mirrored aviator sunglasses, and a sleeveless black ""POW/MIA"" T-shirt., ""When the shit goes down, man, the militia is all you can rely on,"" said Obama, who sources confirmed has formed a loose affiliation of local gun owners that meets on weekends to conduct what they call ""training exercises"" in the Rose Garden. ""And believe me, the shit will go down. There is a war coming. And it's coming quick. And you just better hope that when it does go down you're not caught on the wrong side of that line, brother, because I will not hesitate to defend what I hold dear."", At press time, a user named ""potus_44"" posted a message on an NRA message board that read: ""rite to own guns only thing btwn tyrany and freedom. atf w/ fbi trying 2 control us, just like Brits in Rev War. fate of nation hangs in balance.""]"
169,http://theonion.com/article/air-force-one-pilot-invites-excited-obama-into-coc-30852,"Air Force One Pilot Invites Excited Obama Into Cockpit
","January 10, 2013",News,Barack Obama,,,,"[WASHINGTON—According to White House officials, Air Force One pilot Col. Scott Turner invited an excited President Obama into the cockpit Thursday, allowing the head of state to increase the throttle and place his hands on the custom-built 747’s steering panel. “Hey, there, little buddy, you want to be my copilot?” Turner was overheard asking the president, who reportedly beamed as the captain’s hat was placed on his head, a set of wings was pinned to his suit lapel, and he was informed that the plane was traveling 600 mph faster than a car. “No! Don’t press that! Just kidding, you can press it. Want to talk to the control tower?” Later, after a shy Obama posed for a picture with Turner, the pilot confirmed he did not vote for the president in November because he is staunchly opposed to the majority of his political and personal beliefs and feels he let the country down in Iraq.]"
170,http://theonion.com/article/obama-begins-inauguration-festivities-with-ceremon-30974,"Obama Begins Inauguration Festivities With Ceremonial Drone Flyover
","January 21, 2013",Politics,Our Annual Year 2013,,,,"[WASHINGTON—Taking the oath of office for his second term today, President Barack Obama joined thousands of supporters in the nation’s capital for traditional inauguration festivities that included a prayer invocation, a parade along Pennsylvania Avenue, and a ceremonial flyover of three combat drones. “When Obama was being sworn in on the Capitol steps, we could hear the drones screeching by overhead and everyone got really excited,” spectator Andrew Meyers, 34, said as he eagerly trained his eyes on the unmanned aerial vehicles that have taken out several hundred innocent civilians during presidentially authorized strikes in Pakistan and Yemen. “They go by super fast, but luckily there are Jumbotrons all over the National Mall, so nobody missed out. Wait, they’re coming back!” At press time, sources confirmed that inaugural celebrants were enjoying the Jumbotron’s live closed-circuit feed of the still-open prison facility at Guantánamo Bay.]"
171,http://theonion.com/article/hungover-michelle-obama-packs-leftover-inaugural-b-30988,"Hungover Michelle Obama Packs Leftover Inaugural Ball Hors D'oeuvres Into Sasha’s Lunch Box
","January 22, 2013",,,,,,"[WASHINGTON—Shielding her eyes from the harsh light as she shuffled into her kitchen Tuesday morning, a visibly hungover Michelle Obama reportedly readied her daughter Sasha for school by packing her a lunch box of leftover hors d’oeuvres from the previous night’s Inaugural Ball. “Here you go, honey, have a nice day,” the First Lady said while arranging an assortment of sorrel-wrapped goat cheese, duck confit, oysters a la poulette and other canapés into an insulated lunch pack. “Be good.” At press time, sources reported that while Sasha Obama appreciated the variety of foods, she herself was too hungover to eat.]"
172,http://theonion.com/article/bo-obama-receives-visiting-dognitaries-from-furugu-31075,"Bo Obama Receives Visiting Dognitaries From Furuguay
","January 30, 2013",Animals,Politics,Our Annual Year 2013,,,"[WOOFINGTON, D.C.—Aiming to strengthen yiplomatic relations with the nation of Furuguay, Bo Obama welcomed a visiting doglegation from the overseas country to the White House Thursday for talks on a wide range of vital rufforms., The historic meeting—the first time a sitting Furuguayan dognitary has visited Woofington since the Checkers Administration—began with a traditional photo op on the White House portico, in which the two leaders formally greeted one another by shaking paws. After brief prepared rebarks, Bo and the Furuguayan diplomutts reportedly retired to the South Lawn for a private discussion of minimum wag laws and a pending flea trade agreement., “Bo and Cesar dug in right away and weren’t afraid to get their paws dirty on the tough issues,” said Bo’s press secretary, Chiclets, noting that the two sides spent hours sitting and speaking, and occasionally chasing squirrels. “Furuguay is a developing nation, and unfortunately much of its poor pupulation lives in abject slobberty. That’s why Bo has agreed to a comprehensive aid package that includes thousands of tons of heartworm medicine and emergency Ken-L Rations.”, “It should just be a formality shepherding the relief bill through both doghouses of Congress,” Chiclets added., In addition to reaching an aid deal, the two leaders are said to have talked extensively about the ongoing situation in Arfghanistan, where Tailiban insurgents continue to commit heinous acts of terrierism and aggressively defend what they consider their territory. According to sources, Furuguayan officials pledged to deploy several hundred well-trained rovert ops soldiers along the Pugistan border to help multinational FIDO forces sniff out and put down the Muzzlem extremists., Additionally, both sides vowed to tighten treat sanctions on the disobedient nation of North Corgia., “Bo and Cesar believe we’ve been chasing our tails for far too long with North Corgia, and agree that it’s time to put our paw down on the matter,” Chiclets said. “We’ve tried waving a big stick in talks with the North Corgians, but they simply refuse to roll over. And we’ve also tried offering them a variety of rewards to bring them under the negotiating table, but to no avail. Listen, we’re not going to beg here.”, “They’re being bad,” Chiclets added. “Very, very bad.”, Following the busy day of negotiations and an exciting ride in the presidential motorcade, the Furuguayan representatives were treated to an extravagant state dinner that is said to have featured a variety of rawhide appetizers, a six-course meal of kibble, chow, and wet food, and a mouth-watering bone dessert, all served in gold-rimmed fine china bowls on the White House’s opulent East Room floor., According to the guest list, over 300 of the biggest figures in Woofington pawlitics attended the gala event to celebrate the countries’ renewed ties and sniff each other’s anal glands. Among those spotted at the fete were the Barker of the House and Bo’s longtime best friend Barack Obama., Though there was one instance when bilateral talks were disrupted by a ringing doorbell, handlers strongly praised the two dognitaries, unanimously hailing the visit and state dinner as a major achomplishment for both countries., “Clawing out agreements is not easy, but I think we made major strides today,” said Chiclets. “We know Furuguay will always remain loyal.”, According to aides, Bo and Fetchury Secretary Marshmallow are slated to travel later this week to Poocharest, Romania for the K-9 summit, which will bring together doglegates from the nine wealthiest purebred nations to seek solutions to the ongoing global felinancial cat-astrophe.]"
